# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-p" "-a" "data/annotation/union_peaks.saf" "-F" "SAF" "-o" "results/featurecounts/SRX16311691_featureCounts.txt" "results/mapping/SRX16311691.bam" 
Geneid	Chr	Start	End	Strand	Length	results/mapping/SRX16311691.bam
peak_21783	chr2	25483056	25483268	.	213	138
peak_21784	chr2	25497945	25498203	.	259	199
peak_21785	chr2	25500567	25501101	.	535	613
peak_21786	chr2	25534241	25534719	.	479	363
peak_21787	chr2	25546561	25547255	.	695	2008
peak_21788	chr2	25557566	25558129	.	564	1109
peak_21789	chr2	25574526	25575718	.	1193	1945
peak_21790	chr2	25581637	25582321	.	685	504
peak_21791	chr2	25582425	25582844	.	420	887
peak_21792	chr2	25587842	25588134	.	293	195
peak_21793	chr2	25588358	25588978	.	621	824
peak_21794	chr2	25591856	25592197	.	342	422
peak_21795	chr2	25608231	25608772	.	542	271
peak_21796	chr2	25621114	25622224	.	1111	1323
peak_21797	chr2	25695993	25696385	.	393	239
peak_21798	chr2	25706596	25707139	.	544	314
peak_21799	chr2	25708183	25708414	.	232	213
peak_21800	chr2	25822838	25823216	.	379	209
peak_21801	chr2	25852589	25853213	.	625	885
peak_21802	chr2	25892538	25892779	.	242	201
peak_21803	chr2	25913180	25913565	.	386	167
peak_21804	chr2	25951690	25951887	.	198	92
peak_21805	chr2	25970476	25970788	.	313	120
peak_21806	chr2	25983081	25983946	.	866	2704
peak_21807	chr2	26021523	26022028	.	506	742
peak_21808	chr2	26055136	26055406	.	271	314
peak_21809	chr2	26090791	26091368	.	578	356
peak_21810	chr2	26107022	26107360	.	339	138
peak_21811	chr2	26119650	26119923	.	274	279
peak_21812	chr2	26122486	26122909	.	424	124
peak_21813	chr2	26132754	26133590	.	837	730
peak_21814	chr2	26139700	26140855	.	1156	1227
peak_21815	chr2	26142048	26142223	.	176	125
peak_21816	chr2	26166436	26166886	.	451	185
peak_21817	chr2	26188623	26188891	.	269	161
peak_21818	chr2	26237087	26237701	.	615	495
peak_21819	chr2	26300886	26301097	.	212	127
peak_21820	chr2	26315139	26315974	.	836	1095
peak_21821	chr2	26325857	26326069	.	213	202
peak_21822	chr2	26330897	26331706	.	810	840
peak_21823	chr2	26351626	26352272	.	647	419
peak_21824	chr2	26353630	26353865	.	236	71
peak_21825	chr2	26359457	26360413	.	957	897
peak_21826	chr2	26360668	26361345	.	678	879
peak_21827	chr2	26380535	26380775	.	241	291
peak_21828	chr2	26389072	26389608	.	537	296
peak_21829	chr2	26408944	26409407	.	464	915
peak_21830	chr2	26444895	26446352	.	1458	3937
peak_21831	chr2	26472342	26472691	.	350	505
peak_21832	chr2	26474900	26475481	.	582	414
peak_21833	chr2	26482897	26484102	.	1206	1770
peak_21834	chr2	26492783	26493736	.	954	780
peak_21835	chr2	26498167	26498480	.	314	193
peak_21836	chr2	26503398	26504491	.	1094	1027
peak_21837	chr2	26507223	26507816	.	594	222
peak_21838	chr2	26534494	26535240	.	747	544
peak_21839	chr2	26549867	26550218	.	352	266
peak_21840	chr2	26561471	26562111	.	641	398
peak_21841	chr2	26566219	26566547	.	329	445
peak_21842	chr2	26578496	26578773	.	278	260
peak_21843	chr2	26594128	26594333	.	206	94
peak_21844	chr2	26603547	26604607	.	1061	1049
peak_21845	chr2	26628285	26628577	.	293	167
peak_21846	chr2	26638130	26638376	.	247	123
peak_21847	chr2	26639959	26640767	.	809	779
peak_21848	chr2	26643955	26644198	.	244	165
peak_21849	chr2	26646880	26647277	.	398	1744
peak_21850	chr2	26744372	26744656	.	285	232
peak_21851	chr2	26902576	26903252	.	677	828
peak_21852	chr2	26907220	26907412	.	193	99
peak_21853	chr2	26908130	26908441	.	312	159
peak_21854	chr2	26909125	26909325	.	201	107
peak_21855	chr2	26910177	26911237	.	1061	1096
peak_21856	chr2	26916097	26916751	.	655	609
peak_21857	chr2	26930493	26930766	.	274	210
peak_21858	chr2	26932965	26933911	.	947	1706
peak_21859	chr2	26941447	26941916	.	470	941
peak_21860	chr2	26964206	26964731	.	526	790
peak_21861	chr2	26973818	26974560	.	743	795
peak_21862	chr2	27009683	27010517	.	835	1124
peak_21863	chr2	27017896	27018079	.	184	104
peak_21864	chr2	27025594	27025880	.	287	134
peak_21865	chr2	27027667	27028239	.	573	762
peak_21866	chr2	27028437	27029032	.	596	917
peak_21867	chr2	27043542	27043789	.	248	328
peak_21868	chr2	27061489	27061707	.	219	104
peak_21869	chr2	27071176	27071639	.	464	671
peak_21870	chr2	27075511	27075861	.	351	662
peak_21871	chr2	27079145	27079496	.	352	275
peak_21872	chr2	27097904	27098504	.	601	236
peak_21873	chr2	27129058	27129519	.	462	377
peak_21874	chr2	27232300	27232762	.	463	501
peak_21875	chr2	27237431	27237638	.	208	124
peak_21876	chr2	27247097	27247777	.	681	378
peak_21877	chr2	27265924	27266154	.	231	146
peak_21878	chr2	27289043	27289403	.	361	454
peak_21879	chr2	27308425	27308833	.	409	210
peak_21880	chr2	27311580	27312121	.	542	808
peak_21881	chr2	27326994	27327423	.	430	421
peak_21882	chr2	27350162	27350763	.	602	900
peak_21883	chr2	27354690	27355147	.	458	200
peak_21884	chr2	27366149	27366512	.	364	152
peak_21885	chr2	27401632	27401827	.	196	151
peak_21886	chr2	27404840	27405522	.	683	806
peak_21887	chr2	27411700	27412111	.	412	212
peak_21888	chr2	27418195	27419261	.	1067	970
peak_21889	chr2	27426506	27427319	.	814	971
peak_21890	chr2	27428158	27428384	.	227	164
peak_21891	chr2	27442186	27442916	.	731	1041
peak_21892	chr2	27469374	27469798	.	425	156
peak_21893	chr2	27475079	27476308	.	1230	1747
peak_21894	chr2	27496707	27496960	.	254	212
peak_21895	chr2	27514636	27515520	.	885	640
peak_21896	chr2	27539798	27540547	.	750	1294
peak_21897	chr2	27554522	27554839	.	318	212
peak_21898	chr2	27563759	27564114	.	356	520
peak_21899	chr2	27565448	27565667	.	220	179
peak_21900	chr2	27676871	27677329	.	459	267
peak_21901	chr2	27687920	27688430	.	511	631
peak_21902	chr2	27690840	27691195	.	356	110
peak_21903	chr2	27693167	27693462	.	296	170
peak_21904	chr2	27699511	27700021	.	511	475
peak_21905	chr2	27714228	27714495	.	268	145
peak_21906	chr2	27716171	27716914	.	744	585
peak_21907	chr2	27721140	27721383	.	244	121
peak_21908	chr2	27725015	27725302	.	288	143
peak_21909	chr2	27727907	27728488	.	582	596
peak_21910	chr2	27732872	27733502	.	631	298
peak_21911	chr2	27739977	27740710	.	734	1991
peak_21912	chr2	27758215	27759131	.	917	500
peak_21913	chr2	27762581	27762813	.	233	153
peak_21914	chr2	27763390	27763847	.	458	344
peak_21915	chr2	27764993	27765419	.	427	417
peak_21916	chr2	27767952	27768175	.	224	138
peak_21917	chr2	27771979	27772178	.	200	124
peak_21918	chr2	27886172	27886474	.	303	245
peak_21919	chr2	27921660	27922423	.	764	666
peak_21920	chr2	28092156	28092441	.	286	192
peak_21921	chr2	28204244	28204463	.	220	137
peak_21922	chr2	28205455	28205711	.	257	195
peak_21923	chr2	28397810	28398054	.	245	166
peak_21924	chr2	28401758	28402054	.	297	181
peak_21925	chr2	28402184	28402516	.	333	387
peak_21926	chr2	28418159	28418372	.	214	178
peak_21927	chr2	28467851	28468271	.	421	552
peak_21928	chr2	28479074	28479544	.	471	426
peak_21929	chr2	28494897	28495568	.	672	847
peak_21930	chr2	28496766	28496999	.	234	120
peak_21931	chr2	28498505	28498898	.	394	389
peak_21932	chr2	28514542	28514870	.	329	193
peak_21933	chr2	28517253	28517597	.	345	384
peak_21934	chr2	28523784	28524058	.	275	203
peak_21935	chr2	28526148	28526853	.	706	571
peak_21936	chr2	28533041	28533864	.	824	1152
peak_21937	chr2	28539236	28539559	.	324	186
peak_21938	chr2	28539713	28540500	.	788	2086
peak_21939	chr2	28547804	28548119	.	316	331
peak_21940	chr2	28582623	28583430	.	808	786
peak_21941	chr2	28585248	28585497	.	250	287
peak_21942	chr2	28591381	28591923	.	543	684
peak_21943	chr2	28592915	28593098	.	184	120
peak_21944	chr2	28621633	28622043	.	411	300
peak_21945	chr2	28640587	28641438	.	852	1204
peak_21946	chr2	28698484	28698962	.	479	359
peak_21947	chr2	28756320	28756512	.	193	96
peak_21948	chr2	28796424	28796628	.	205	122
peak_21949	chr2	28835164	28835408	.	245	144
peak_21950	chr2	28840066	28840987	.	922	730
peak_21951	chr2	28841608	28842000	.	393	201
peak_21952	chr2	28923997	28924211	.	215	173
peak_21953	chr2	29004030	29004402	.	373	411
peak_21954	chr2	29052897	29053307	.	411	236
peak_21955	chr2	29055027	29055463	.	437	327
peak_21956	chr2	29060081	29060643	.	563	673
peak_21957	chr2	29124692	29125792	.	1101	1915
peak_21958	chr2	29199932	29200183	.	252	165
peak_21959	chr2	29252880	29253228	.	349	191
peak_21960	chr2	29253646	29253860	.	215	173
peak_21961	chr2	29346635	29346908	.	274	363
peak_21962	chr2	29416680	29416941	.	262	178
peak_21963	chr2	29466422	29466769	.	348	239
peak_21964	chr2	29582492	29582683	.	192	119
peak_21965	chr2	29592646	29592972	.	327	331
peak_21966	chr2	29619414	29619862	.	449	685
peak_21967	chr2	29623327	29623767	.	441	189
peak_21968	chr2	29623908	29624620	.	713	930
peak_21969	chr2	29624739	29625211	.	473	528
peak_21970	chr2	29629449	29629714	.	266	148
peak_21971	chr2	29632101	29632573	.	473	229
peak_21972	chr2	29640444	29640970	.	527	325
peak_21973	chr2	29649066	29649595	.	530	698
peak_21974	chr2	29649786	29650043	.	258	118
peak_21975	chr2	29650175	29650413	.	239	171
peak_21976	chr2	29661788	29662186	.	399	390
peak_21977	chr2	29664153	29664406	.	254	116
peak_21978	chr2	29670225	29670589	.	365	230
peak_21979	chr2	29670733	29671007	.	275	168
peak_21980	chr2	29672657	29673599	.	943	1512
peak_21981	chr2	29678569	29679144	.	576	772
peak_21982	chr2	29698552	29699142	.	591	322
peak_21983	chr2	29731320	29731894	.	575	534
peak_21984	chr2	29739105	29739924	.	820	987
peak_21985	chr2	29764930	29765143	.	214	188
peak_21986	chr2	29772198	29772445	.	248	200
peak_21987	chr2	29787577	29788355	.	779	604
peak_21988	chr2	29802462	29802940	.	479	900
peak_21989	chr2	29817765	29817963	.	199	118
peak_21990	chr2	29826979	29827623	.	645	1071
peak_21991	chr2	29868943	29869575	.	633	633
peak_21992	chr2	29889113	29890092	.	980	1678
peak_21993	chr2	29890164	29890527	.	364	192
peak_21994	chr2	29935041	29935581	.	541	888
peak_21995	chr2	29965154	29966024	.	871	1564
peak_21996	chr2	30042558	30042747	.	190	116
peak_21997	chr2	30048670	30049292	.	623	447
peak_21998	chr2	30061668	30062088	.	421	373
peak_21999	chr2	30062415	30062939	.	525	204
peak_22000	chr2	30065859	30066940	.	1082	1900
peak_22001	chr2	30077274	30077950	.	677	470
peak_22002	chr2	30078102	30078315	.	214	194
peak_22003	chr2	30084193	30084454	.	262	217
peak_22004	chr2	30093481	30094098	.	618	1283
peak_22005	chr2	30095950	30096152	.	203	213
peak_22006	chr2	30124228	30124923	.	696	857
peak_22007	chr2	30128893	30129116	.	224	219
peak_22008	chr2	30133189	30133978	.	790	1076
peak_22009	chr2	30171324	30171979	.	656	635
peak_22010	chr2	30178307	30178705	.	399	1202
peak_22011	chr2	30205371	30206184	.	814	1099
peak_22012	chr2	30214782	30215155	.	374	180
peak_22013	chr2	30237220	30238254	.	1035	1820
peak_22014	chr2	30242594	30242988	.	395	183
peak_22015	chr2	30258603	30258856	.	254	87
peak_22016	chr2	30265596	30266940	.	1345	917
peak_22017	chr2	30268399	30268680	.	282	174
peak_22018	chr2	30269364	30269597	.	234	124
peak_22019	chr2	30270121	30270557	.	437	1221
peak_22020	chr2	30286224	30286619	.	396	732
peak_22021	chr2	30358975	30359526	.	552	577
peak_22022	chr2	30363834	30364355	.	522	2045
peak_22023	chr2	30384721	30385096	.	376	330
peak_22024	chr2	30391958	30393358	.	1401	2371
peak_22025	chr2	30406654	30407595	.	942	718
peak_22026	chr2	30408510	30408746	.	237	232
peak_22027	chr2	30415250	30416488	.	1239	1233
peak_22028	chr2	30435867	30436106	.	240	270
peak_22029	chr2	30440867	30442094	.	1228	828
peak_22030	chr2	30447177	30447545	.	369	236
peak_22031	chr2	30463932	30464366	.	435	349
peak_22032	chr2	30469859	30470105	.	247	150
peak_22033	chr2	30471846	30472481	.	636	687
peak_22034	chr2	30474033	30474448	.	416	542
peak_22035	chr2	30487597	30488003	.	407	255
peak_22036	chr2	30495854	30496284	.	431	417
peak_22037	chr2	30545071	30545396	.	326	188
peak_22038	chr2	30553889	30554131	.	243	255
peak_22039	chr2	30590944	30591177	.	234	359
peak_22040	chr2	30594737	30595424	.	688	353
peak_22041	chr2	30603893	30604104	.	212	128
peak_22042	chr2	30604777	30605276	.	500	465
peak_22043	chr2	30625873	30626397	.	525	213
peak_22044	chr2	30657659	30657960	.	302	149
peak_22045	chr2	30658080	30659172	.	1093	1205
peak_22046	chr2	30679063	30679289	.	227	105
peak_22047	chr2	30690329	30690654	.	326	269
peak_22048	chr2	30693262	30693683	.	422	400
peak_22049	chr2	30699741	30700140	.	400	572
peak_22050	chr2	30707235	30708010	.	776	821
peak_22051	chr2	30711941	30712422	.	482	564
peak_22052	chr2	30717258	30717611	.	354	278
peak_22053	chr2	30718236	30718633	.	398	479
peak_22054	chr2	30718842	30719323	.	482	307
peak_22055	chr2	30769278	30769491	.	214	155
peak_22056	chr2	30771808	30772421	.	614	370
peak_22057	chr2	30782487	30782690	.	204	80
peak_22058	chr2	30783438	30783644	.	207	129
peak_22059	chr2	30784204	30784581	.	378	161
peak_22060	chr2	30794537	30795145	.	609	917
peak_22061	chr2	30796302	30796845	.	544	656
peak_22062	chr2	30807272	30808268	.	997	3689
peak_22063	chr2	30828073	30828691	.	619	807
peak_22064	chr2	30928943	30929237	.	295	371
peak_22065	chr2	30929648	30930026	.	379	253
peak_22066	chr2	30934146	30934367	.	222	111
peak_22067	chr2	30942603	30942992	.	390	254
peak_22068	chr2	30952775	30953262	.	488	554
peak_22069	chr2	30954904	30955112	.	209	129
peak_22070	chr2	30967445	30968082	.	638	518
peak_22071	chr2	30981630	30982594	.	965	3254
peak_22072	chr2	31025500	31025887	.	388	355
peak_22073	chr2	31052297	31053044	.	748	1070
peak_22074	chr2	31060863	31061716	.	854	629
peak_22075	chr2	31062110	31062574	.	465	245
peak_22076	chr2	31076411	31076673	.	263	158
peak_22077	chr2	31082626	31083207	.	582	1008
peak_22078	chr2	31084473	31084789	.	317	135
peak_22079	chr2	31108239	31108587	.	349	271
peak_22080	chr2	31114337	31114554	.	218	101
peak_22081	chr2	31119058	31119364	.	307	240
peak_22082	chr2	31127202	31127548	.	347	182
peak_22083	chr2	31141721	31142487	.	767	582
peak_22084	chr2	31142639	31142841	.	203	130
peak_22085	chr2	31152210	31152427	.	218	211
peak_22086	chr2	31162114	31162415	.	302	245
peak_22087	chr2	31170149	31170773	.	625	436
peak_22088	chr2	31172020	31172493	.	474	405
peak_22089	chr2	31194429	31194639	.	211	159
peak_22090	chr2	31202543	31203211	.	669	291
peak_22091	chr2	31239138	31239726	.	589	942
peak_22092	chr2	31245677	31246077	.	401	174
peak_22093	chr2	31256631	31256913	.	283	318
peak_22094	chr2	31258987	31259391	.	405	284
peak_22095	chr2	31297948	31298156	.	209	205
peak_22096	chr2	31325357	31325827	.	471	371
peak_22097	chr2	31359358	31359722	.	365	317
peak_22098	chr2	31435674	31435874	.	201	150
peak_22099	chr2	31442523	31442837	.	315	215
peak_22100	chr2	31445947	31446406	.	460	343
peak_22101	chr2	31459962	31460526	.	565	365
peak_22102	chr2	31469995	31470571	.	577	335
peak_22103	chr2	31472786	31473107	.	322	145
peak_22104	chr2	31483030	31483257	.	228	158
peak_22105	chr2	31572487	31572925	.	439	356
peak_22106	chr2	31596565	31596789	.	225	87
peak_22107	chr2	31670529	31671026	.	498	504
peak_22108	chr2	31688032	31688639	.	608	1554
peak_22109	chr2	31726796	31727256	.	461	216
peak_22110	chr2	31742281	31742489	.	209	129
peak_22111	chr2	31759767	31760023	.	257	332
peak_22112	chr2	31763341	31763787	.	447	283
peak_22113	chr2	31769213	31770138	.	926	722
peak_22114	chr2	31771199	31771584	.	386	304
peak_22115	chr2	31785071	31785417	.	347	563
peak_22116	chr2	31880921	31881258	.	338	249
peak_22117	chr2	31974030	31974707	.	678	1216
peak_22118	chr2	32008733	32009156	.	424	181
peak_22119	chr2	32078500	32078873	.	374	427
peak_22120	chr2	32081227	32081821	.	595	362
peak_22121	chr2	32083210	32083515	.	306	116
peak_22122	chr2	32083633	32083977	.	345	268
peak_22123	chr2	32084634	32084982	.	349	227
peak_22124	chr2	32089692	32089962	.	271	198
peak_22125	chr2	32095390	32095661	.	272	358
peak_22126	chr2	32134089	32134297	.	209	146
peak_22127	chr2	32137462	32138307	.	846	1968
peak_22128	chr2	32150847	32151339	.	493	370
peak_22129	chr2	32167002	32167269	.	268	267
peak_22130	chr2	32167888	32168222	.	335	205
peak_22131	chr2	32236271	32236769	.	499	445
peak_22132	chr2	32259825	32260399	.	575	646
peak_22133	chr2	32260701	32260977	.	277	139
peak_22134	chr2	32287831	32288813	.	983	2073
peak_22135	chr2	32312296	32312608	.	313	348
peak_22136	chr2	32353240	32353474	.	235	170
peak_22137	chr2	32361408	32361818	.	411	402
peak_22138	chr2	32362663	32363736	.	1074	1089
peak_22139	chr2	32381541	32382314	.	774	748
peak_22140	chr2	32395483	32396540	.	1058	1871
peak_22141	chr2	32404761	32405016	.	256	285
peak_22142	chr2	32423940	32424312	.	373	378
peak_22143	chr2	32447214	32447478	.	265	129
peak_22144	chr2	32447595	32447973	.	379	307
peak_22145	chr2	32450927	32452808	.	1882	3588
peak_22146	chr2	32487199	32487641	.	443	282
peak_22147	chr2	32488768	32488980	.	213	153
peak_22148	chr2	32495333	32495622	.	290	176
peak_22149	chr2	32506928	32507469	.	542	505
peak_22150	chr2	32530468	32530787	.	320	249
peak_22151	chr2	32534423	32534635	.	213	121
peak_22152	chr2	32534897	32535735	.	839	1133
peak_22153	chr2	32536656	32537317	.	662	769
peak_22154	chr2	32547703	32548323	.	621	482
peak_22155	chr2	32566760	32566976	.	217	185
peak_22156	chr2	32570696	32571083	.	388	474
peak_22157	chr2	32583408	32583763	.	356	598
peak_22158	chr2	32586724	32587352	.	629	1540
peak_22159	chr2	32587742	32588325	.	584	687
peak_22160	chr2	32590061	32590618	.	558	751
peak_22161	chr2	32601533	32601776	.	244	186
peak_22162	chr2	32602612	32603091	.	480	257
peak_22163	chr2	32606826	32607248	.	423	440
peak_22164	chr2	32607718	32607963	.	246	181
peak_22165	chr2	32608211	32609076	.	866	1687
peak_22166	chr2	32610738	32611059	.	322	150
peak_22167	chr2	32625241	32625783	.	543	236
peak_22168	chr2	32626012	32626357	.	346	153
peak_22169	chr2	32629265	32629960	.	696	513
peak_22170	chr2	32631717	32632679	.	963	802
peak_22171	chr2	32637787	32638382	.	596	558
peak_22172	chr2	32646383	32646680	.	298	225
peak_22173	chr2	32665305	32665733	.	429	412
peak_22174	chr2	32682082	32682333	.	252	165
peak_22175	chr2	32689476	32689729	.	254	348
peak_22176	chr2	32693873	32694467	.	595	1874
peak_22177	chr2	32708719	32708971	.	253	165
peak_22178	chr2	32710476	32710714	.	239	308
peak_22179	chr2	32712202	32712524	.	323	164
peak_22180	chr2	32712664	32713817	.	1154	1698
peak_22181	chr2	32714915	32715538	.	624	808
peak_22182	chr2	32720701	32721195	.	495	477
peak_22183	chr2	32722128	32722360	.	233	143
peak_22184	chr2	32727367	32727852	.	486	1008
peak_22185	chr2	32737053	32737411	.	359	241
peak_22186	chr2	32744645	32745085	.	441	353
peak_22187	chr2	32756838	32757867	.	1030	1484
peak_22188	chr2	32775193	32776037	.	845	1498
peak_22189	chr2	32779250	32779430	.	181	99
peak_22190	chr2	32784343	32784582	.	240	216
peak_22191	chr2	32821450	32821638	.	189	105
peak_22192	chr2	32834542	32834844	.	303	268
peak_22193	chr2	32846874	32847667	.	794	1461
peak_22194	chr2	32854304	32854494	.	191	178
peak_22195	chr2	32857596	32857952	.	357	364
peak_22196	chr2	32859103	32859276	.	174	139
peak_22197	chr2	32867439	32867724	.	286	186
peak_22198	chr2	32875614	32876273	.	660	557
peak_22199	chr2	32876700	32877093	.	394	169
peak_22200	chr2	32881608	32882031	.	424	257
peak_22201	chr2	32882363	32883001	.	639	648
peak_22202	chr2	32894163	32894406	.	244	124
peak_22203	chr2	32912347	32912727	.	381	193
peak_22204	chr2	32917464	32917893	.	430	559
peak_22205	chr2	32961337	32962007	.	671	585
peak_22206	chr2	32966582	32967759	.	1178	1394
peak_22207	chr2	32969348	32969839	.	492	653
peak_22208	chr2	32981661	32982396	.	736	1483
peak_22209	chr2	32991966	32992594	.	629	629
peak_22210	chr2	33046981	33047216	.	236	129
peak_22211	chr2	33057528	33057836	.	309	212
peak_22212	chr2	33072400	33072812	.	413	180
peak_22213	chr2	33090111	33090298	.	188	150
peak_22214	chr2	33130229	33132123	.	1895	4395
peak_22215	chr2	33138075	33138336	.	262	190
peak_22216	chr2	33138428	33138853	.	426	322
peak_22217	chr2	33154804	33155037	.	234	185
peak_22218	chr2	33173206	33173451	.	246	191
peak_22219	chr2	33176490	33176879	.	390	496
peak_22220	chr2	33203357	33203671	.	315	259
peak_22221	chr2	33204996	33205347	.	352	134
peak_22222	chr2	33234183	33234380	.	198	67
peak_22223	chr2	33254366	33254644	.	279	171
peak_22224	chr2	33295177	33295456	.	280	120
peak_22225	chr2	33302885	33303129	.	245	167
peak_22226	chr2	33328995	33329253	.	259	154
peak_22227	chr2	33349173	33349410	.	238	150
peak_22228	chr2	33353315	33354226	.	912	1118
peak_22229	chr2	33359286	33359596	.	311	273
peak_22230	chr2	33371015	33371709	.	695	975
peak_22231	chr2	33402427	33402618	.	192	135
peak_22232	chr2	33425977	33426293	.	317	200
peak_22233	chr2	33429397	33429628	.	232	206
peak_22234	chr2	33431259	33431710	.	452	375
peak_22235	chr2	33452230	33452428	.	199	110
peak_22236	chr2	33465978	33466328	.	351	159
peak_22237	chr2	33468296	33468781	.	486	560
peak_22238	chr2	33542840	33543254	.	415	163
peak_22239	chr2	33643161	33643378	.	218	129
peak_22240	chr2	33645435	33645751	.	317	263
peak_22241	chr2	33736804	33737176	.	373	224
peak_22242	chr2	33746530	33746704	.	175	75
peak_22243	chr2	33755519	33756076	.	558	1353
peak_22244	chr2	33761945	33762158	.	214	126
peak_22245	chr2	33803168	33803415	.	248	191
peak_22246	chr2	33816217	33816798	.	582	1028
peak_22247	chr2	33821733	33821939	.	207	204
peak_22248	chr2	33838411	33838755	.	345	163
peak_22249	chr2	33847328	33847896	.	569	389
peak_22250	chr2	33870365	33871190	.	826	652
peak_22251	chr2	33884715	33885271	.	557	449
peak_22252	chr2	33887178	33887780	.	603	250
peak_22253	chr2	33908366	33908798	.	433	467
peak_22254	chr2	33913669	33913910	.	242	118
peak_22255	chr2	33918784	33919234	.	451	486
peak_22256	chr2	33925316	33925576	.	261	176
peak_22257	chr2	33973494	33973688	.	195	112
peak_22258	chr2	33978496	33978873	.	378	199
peak_22259	chr2	33986436	33986708	.	273	171
peak_22260	chr2	34076408	34076697	.	290	225
peak_22261	chr2	34360079	34360392	.	314	341
peak_22262	chr2	34371807	34372260	.	454	235
peak_22263	chr2	34372589	34373374	.	786	1153
peak_22264	chr2	34406626	34407034	.	409	952
peak_22265	chr2	34646249	34646622	.	374	193
peak_22266	chr2	34754002	34754763	.	762	546
peak_22267	chr2	34771491	34772722	.	1232	3478
peak_22268	chr2	34784171	34784379	.	209	114
peak_22269	chr2	34799490	34800233	.	744	602
peak_22270	chr2	34801974	34802862	.	889	1377
peak_22271	chr2	34825914	34826400	.	487	534
peak_22272	chr2	34870807	34871465	.	659	1370
peak_22273	chr2	34904751	34905560	.	810	4415
peak_22274	chr2	34906823	34907310	.	488	411
peak_22275	chr2	34943664	34944188	.	525	560
peak_22276	chr2	34944738	34945093	.	356	482
peak_22277	chr2	34976547	34976780	.	234	169
peak_22278	chr2	34976988	34977708	.	721	961
peak_22279	chr2	35108806	35110322	.	1517	1410
peak_22280	chr2	35132005	35132561	.	557	962
peak_22281	chr2	35149827	35150235	.	409	157
peak_22282	chr2	35153272	35153552	.	281	143
peak_22283	chr2	35162723	35162963	.	241	133
peak_22284	chr2	35164183	35164383	.	201	123
peak_22285	chr2	35174162	35174429	.	268	229
peak_22286	chr2	35189015	35189263	.	249	137
peak_22287	chr2	35196005	35196597	.	593	1034
peak_22288	chr2	35200669	35201548	.	880	1588
peak_22289	chr2	35209054	35209891	.	838	874
peak_22290	chr2	35214830	35215087	.	258	224
peak_22291	chr2	35232693	35233153	.	461	223
peak_22292	chr2	35244306	35244569	.	264	239
peak_22293	chr2	35253851	35254031	.	181	88
peak_22294	chr2	35256193	35256479	.	287	335
peak_22295	chr2	35265337	35265560	.	224	182
peak_22296	chr2	35270778	35270982	.	205	112
peak_22297	chr2	35298033	35298235	.	203	139
peak_22298	chr2	35336505	35337432	.	928	1486
peak_22299	chr2	35337633	35337845	.	213	120
peak_22300	chr2	35397599	35397816	.	218	203
peak_22301	chr2	35416165	35416958	.	794	428
peak_22302	chr2	35441503	35442614	.	1112	815
peak_22303	chr2	35444480	35444800	.	321	188
peak_22304	chr2	35449673	35450150	.	478	474
peak_22305	chr2	35451479	35452002	.	524	252
peak_22306	chr2	35461153	35461566	.	414	272
peak_22307	chr2	35462013	35462614	.	602	215
peak_22308	chr2	35463451	35463896	.	446	829
peak_22309	chr2	35493444	35493740	.	297	189
peak_22310	chr2	35495448	35496279	.	832	923
peak_22311	chr2	35506646	35507559	.	914	1142
peak_22312	chr2	35649813	35650006	.	194	86
peak_22313	chr2	35732047	35732518	.	472	544
peak_22314	chr2	35756558	35756822	.	265	247
peak_22315	chr2	35841520	35841868	.	349	246
peak_22316	chr2	35978531	35978857	.	327	194
peak_22317	chr2	35979596	35980006	.	411	585
peak_22318	chr2	36009474	36009669	.	196	106
peak_22319	chr2	36046642	36046875	.	234	112
peak_22320	chr2	36048862	36049584	.	723	626
peak_22321	chr2	36136260	36137106	.	847	806
peak_22322	chr2	36214112	36214374	.	263	247
peak_22323	chr2	36214560	36214756	.	197	109
peak_22324	chr2	36216497	36217479	.	983	993
peak_22325	chr2	36230306	36230778	.	473	462
peak_22326	chr2	36231030	36231351	.	322	136
peak_22327	chr2	36234514	36234816	.	303	187
peak_22328	chr2	36238265	36238762	.	498	550
peak_22329	chr2	36244628	36245238	.	611	713
peak_22330	chr2	36272350	36273089	.	740	416
peak_22331	chr2	37358533	37359409	.	877	1521
peak_22332	chr2	37422718	37423325	.	608	934
peak_22333	chr2	37430628	37431232	.	605	386
peak_22334	chr2	37443055	37443478	.	424	825
peak_22335	chr2	37451988	37452531	.	544	923
peak_22336	chr2	37703199	37703665	.	467	351
peak_22337	chr2	37735872	37736075	.	204	119
peak_22338	chr2	37757102	37757314	.	213	132
peak_22339	chr2	37802944	37803135	.	192	95
peak_22340	chr2	38211487	38211790	.	304	243
peak_22341	chr2	38286533	38287663	.	1131	962
peak_22342	chr2	38336550	38336811	.	262	171
peak_22343	chr2	38433871	38434052	.	182	142
peak_22344	chr2	38471715	38472155	.	441	389
peak_22345	chr2	38472877	38473269	.	393	154
peak_22346	chr2	38479551	38480050	.	500	338
peak_22347	chr2	38480969	38481682	.	714	572
peak_22348	chr2	38482888	38483860	.	973	714
peak_22349	chr2	38485848	38486279	.	432	302
peak_22350	chr2	38497655	38497912	.	258	185
peak_22351	chr2	38511528	38512211	.	684	365
peak_22352	chr2	38514425	38514837	.	413	736
peak_22353	chr2	38519919	38520273	.	355	342
peak_22354	chr2	38535599	38536846	.	1248	1211
